6523940 function calls (6485944 primitive calls) in 150.803 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 {built-in method as_tensor}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       35    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      2/1    0.000    0.000  150.803  150.803 {built-in method builtins.exec}
     8573    0.006    0.000    0.006    0.000 {built-in method builtins.getattr}
      350    0.000    0.000    0.001    0.000 {built-in method builtins.hasattr}
      497    0.000    0.000    0.000    0.000 {built-in method builtins.id}
   103455    0.021    0.000    0.021    0.000 {built-in method builtins.isinstance}
      166    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
424393/424324    0.040    0.000    0.040    0.000 {built-in method builtins.len}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      159    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      174    0.000    0.000    0.004    0.000 {built-in method builtins.next}
   607838    0.047    0.000    0.047    0.000 {built-in method builtins.ord}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       21    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
     5920    0.020    0.000    0.020    0.000 {built-in method dropout}
      480    0.077    0.000    0.077    0.000 {built-in method embedding}
        5    0.000    0.000    0.000    0.000 {built-in method empty_like}
     1920    9.693    0.005    9.693    0.005 {built-in method erf}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      160    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        5    0.000    0.000    0.000    0.000 {built-in method from_numpy}
        6    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        5    0.001    0.000    0.001    0.000 {built-in method io.open}
     4000    1.302    0.000    1.302    0.000 {built-in method layer_norm}
        5    1.492    0.298    1.492    0.298 {built-in method lstm}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
     4261    0.005    0.000    0.005    0.000 {built-in method math.sqrt}
     3840    3.513    0.001    3.513    0.001 {built-in method matmul}
        5    0.048    0.010    0.048    0.010 {built-in method max}
        5    0.039    0.008    0.039    0.008 {built-in method mul}
        1    0.001    0.001    0.001    0.001 {built-in method numpy.array}
        5    0.000    0.000    0.000    0.000 {built-in method ones_like}
      160    0.002    0.000    0.002    0.000 {built-in method ones}
       26    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       31    0.001    0.000    0.001    0.000 {built-in method posix.stat}
      160    0.004    0.000    0.004    0.000 {built-in method rsub}
        5    0.000    0.000    0.000    0.000 {built-in method sort}
      160    0.002    0.000    0.002    0.000 {built-in method tanh}
      372    0.006    0.000    0.006    0.000 {built-in method tensor}
        3    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       18    0.000    0.000    0.000    0.000 {built-in method time.time}
        3    0.000    0.000    0.000    0.000 {built-in method today}
     4000    0.003    0.000    0.003    0.000 {built-in method torch._C._get_cudnn_enabled}
    36345    0.048    0.000    0.048    0.000 {built-in method torch._C._get_tracing_state}
     2141    0.011    0.000    0.011    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        5    0.000    0.000    0.000    0.000 {built-in method torch._C._nn.nll_loss}
        5    0.027    0.005    0.027    0.005 {built-in method torch._C._nn.one_hot}
      760    0.000    0.000    0.000    0.000 {built-in method torch._C.is_grad_enabled}
      760    0.000    0.000    0.000    0.000 {built-in method torch._C.set_grad_enabled}
   751780    0.113    0.000    0.113    0.000 {built-in method unicodedata.category}
    30908    0.006    0.000    0.006    0.000 {built-in method unicodedata.normalize}
       20    0.003    0.000    0.003    0.000 {built-in method zeros_like}
      165    0.001    0.000    0.001    0.000 {built-in method zeros}
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x1258393b0}
        9    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x1148765f0}
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x114869c20}
        3    0.000    0.000    0.000    0.000 {function socket.detach at 0x114869cb0}
       69    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       69    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
      206    0.251    0.001    0.251    0.001 {method '_set_from_file' of 'torch._C.FloatStorageBase' objects}
        3    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        5    0.012    0.002    0.012    0.002 {method 'abs' of 'torch._C._TensorBase' objects}
       16    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       66    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
     1098    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      100    0.004    0.000    0.004    0.000 {method 'add_' of 'torch._C._TensorBase' objects}
       50    0.003    0.000    0.003    0.000 {method 'addcdiv_' of 'torch._C._TensorBase' objects}
       50    0.002    0.000    0.002    0.000 {method 'addcmul_' of 'torch._C._TensorBase' objects}
       33    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
   962894    0.084    0.000    0.084    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.270    0.090    0.270    0.090 {method 'connect' of '_socket.socket' objects}
     1920    0.162    0.000    0.162    0.000 {method 'contiguous' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      199    0.104    0.001    0.104    0.001 {method 'copy_' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
     1252    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       40    0.000    0.000    0.000    0.000 {method 'detach_' of 'torch._C._TensorBase' objects}
    12311    0.007    0.000    0.007    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.551    0.184    0.551    0.184 {method 'do_handshake' of '_ssl._SSLSocket' objects}
  522/519    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       18    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      160    0.001    0.000    0.001    0.000 {method 'expand' of 'torch._C._TensorBase' objects}
      525    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
    69796    0.008    0.000    0.008    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       56    0.092    0.002    0.092    0.002 {method 'fill_' of 'torch._C._TensorBase' objects}
       23    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
       51    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      264    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
   162113    0.021    0.000    0.021    0.000 {method 'get' of 'dict' objects}
        3    0.001    0.000    0.001    0.000 {method 'getpeercert' of '_ssl._SSLSocket' objects}
        3    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        9    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
   425235    0.047    0.000    0.047    0.000 {method 'groups' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       20    0.121    0.006    0.121    0.006 {method 'index_select' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
       10    0.000    0.000    0.000    0.000 {method 'item' of 'torch._C._TensorBase' objects}
     1912    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
    51914    0.005    0.000    0.005    0.000 {method 'items' of 'dict' objects}
       33    0.000    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
   151791    0.032    0.000    0.032    0.000 {method 'join' of 'str' objects}
      218    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
      187    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.002    0.002    0.005    0.005 {method 'load' of '_pickle.Unpickler' objects}
        3    0.042    0.014    0.042    0.014 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
        5    0.000    0.000    0.000    0.000 {method 'log_softmax' of 'torch._C._TensorBase' objects}
   250243    0.030    0.000    0.030    0.000 {method 'lower' of 'str' objects}
       33    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      101    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
    11520   25.908    0.002   25.908    0.002 {method 'matmul' of 'torch._C._TensorBase' objects}
      100    0.006    0.000    0.006    0.000 {method 'mul_' of 'torch._C._TensorBase' objects}
        5    0.000    0.000    0.000    0.000 {method 'new' of 'torch._C._TensorBase' objects}
       79    0.712    0.009    0.712    0.009 {method 'normal_' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.000    0.000 {method 'numel' of 'torch._C._TensorBase' objects}
       84    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
     7680    0.043    0.000    0.043    0.000 {method 'permute' of 'torch._C._TensorBase' objects}
       55    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       33    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       68    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       33    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        9    0.002    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.001    0.001    0.001    0.001 {method 'read' of '_io.TextIOWrapper' objects}
        3    0.316    0.105    0.316    0.105 {method 'read' of '_ssl._SSLSocket' objects}
       36    0.000    0.000    0.316    0.009 {method 'readline' of '_io.BufferedReader' objects}
        9    0.040    0.004    0.043    0.005 {method 'readlines' of '_io._IOBase' objects}
       16    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       53    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       37    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
    36344    0.007    0.000    0.007    0.000 {method 'rstrip' of 'str' objects}
        5   87.142   17.428   87.142   17.428 {method 'run_backward' of 'torch._C._EngineBase' objects}
        5    0.000    0.000    0.000    0.000 {method 'scatter_' of 'torch._C._TensorBase' objects}
       24    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
      207    0.000    0.000    0.000    0.000 {method 'set_' of 'torch._C._TensorBase' objects}
        3    0.001    0.000    0.001    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
       30    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
       22    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       12    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
     8656    0.009    0.000    0.009    0.000 {method 'size' of 'torch._C._TensorBase' objects}
     1920    3.742    0.002    3.742    0.002 {method 'softmax' of 'torch._C._TensorBase' objects}
        5    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        9    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
    41355    0.014    0.000    0.014    0.000 {method 'split' of 'str' objects}
       50    0.005    0.000    0.005    0.000 {method 'sqrt' of 'torch._C._TensorBase' objects}
      160    0.001    0.000    0.001    0.000 {method 'squeeze' of 'torch._C._TensorBase' objects}
   432865    0.075    0.000    0.075    0.000 {method 'startswith' of 'str' objects}
    45903    0.005    0.000    0.005    0.000 {method 'strip' of 'str' objects}
    51784    1.002    0.000    1.176    0.000 {method 'sub' of 're.Pattern' objects}
        5    0.006    0.001    0.006    0.001 {method 'sum' of 'torch._C._TensorBase' objects}
    11685    0.102    0.000    0.102    0.000 {method 't' of 'torch._C._TensorBase' objects}
      213    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
      195    0.001    0.000    0.001    0.000 {method 'to' of 'torch._C._TensorBase' objects}
      806    0.001    0.000    0.001    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     1925    0.011    0.000    0.011    0.000 {method 'transpose' of 'torch._C._TensorBase' objects}
        6    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        5    0.048    0.010    0.048    0.010 {method 'type' of 'torch._C._TensorBase' objects}
      156    0.541    0.003    0.541    0.003 {method 'uniform_' of 'torch._C._TensorBase' objects}
      160    0.001    0.000    0.001    0.000 {method 'unsqueeze' of 'torch._C._TensorBase' objects}
        6    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
    73083    0.016    0.000    0.016    0.000 {method 'values' of 'collections.OrderedDict' objects}
      327    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     7680    0.043    0.000    0.043    0.000 {method 'view' of 'torch._C._TensorBase' objects}
        3    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
      163    0.003    0.000    0.003    0.000 {method 'zero_' of 'torch._C._TensorBase' objects}
